829fd9e04ed5f0e2148096737edb8a73,加油站,0,超市,0,住宅区,1,地铁站,0,公交站,2,咖啡厅,0,中餐厅,0,ATM,0,写字楼,0,酒店,0
3d99665144344fc090b5b7450ffe72f5,加油站,4,超市,43,住宅区,151,地铁站,4,公交站,36,咖啡厅,22,中餐厅,597,ATM,59,写字楼,47,酒店,45
f524dc6b89fcb9e4a9688c0cb7b2bdb7,加油站,0,超市,0,住宅区,0,地铁站,0,公交站,0,咖啡厅,0,中餐厅,0,ATM,0,写字楼,0,酒店,0
0613fd690240317177a03a0b26ca8591,加油站,4,超市,32,住宅区,50,地铁站,3,公交站,22,咖啡厅,6,中餐厅,509,ATM,20,写字楼,9,酒店,27
687ea595a01fdc18ad438f0d0a325102,加油站,0,超市,3,住宅区,1,地铁站,0,公交站,6,咖啡厅,0,中餐厅,6,ATM,0,写字楼,0,酒店,1
3bee6a7b93130a1359165736c6ea0850,加油站,0,超市,0,住宅区,0,地铁站,0,公交站,0,咖啡厅,0,中餐厅,0,ATM,0,写字楼,0,酒店,0
370bd5250561d0feb3c70ac22f47a0a5,加油站,2,超市,30,住宅区,151,地铁站,3,公交站,28,咖啡厅,19,中餐厅,513,ATM,39,写字楼,55,酒店,80
82dc208d41286f0eb9edb9783e9b65b0,加油站,0,超市,0,住宅区,0,地铁站,0,公交站,0,咖啡厅,0,中餐厅,0,ATM,0,写字楼,0,酒店,0
f80c4ceeb36264b42e34d6c4c2cb9b4c,加油站,9,超市,34,住宅区,170,地铁站,4,公交站,45,咖啡厅,20,中餐厅,779,ATM,69,写字楼,66,酒店,116
760471f16acb57036aa34172ff2d5e52,加油站,0,超市,0,住宅区,0,地铁站,0,公交站,0,咖啡厅,0,中餐厅,0,ATM,0,写字楼,0,酒店,0
2a3b937de38e82d5663494f993cc4d88,加油站,0,超市,2,住宅区,1,地铁站,0,公交站,5,咖啡厅,0,中餐厅,2,ATM,0,写字楼,0,酒店,2
879efab02bdf016729958e4bbfd7e7aa,加油站,0,超市,0,住宅区,0,地铁站,0,公交站,0,咖啡厅,0,中餐厅,0,ATM,0,写字楼,0,酒店,0
29d739876d61fab917d09d288ffb4e52,加油站,1,超市,0,住宅区,13,地铁站,0,公交站,12,咖啡厅,2,中餐厅,2,ATM,2,写字楼,0,酒店,3
a731093e169fb74399e6db37d55b715d,加油站,2,超市,7,住宅区,24,地铁站,0,公交站,25,咖啡厅,0,中餐厅,107,ATM,11,写字楼,0,酒店,3
18152c2af7b94721fc15a217b99d62b4,加油站,0,超市,0,住宅区,0,地铁站,0,公交站,0,咖啡厅,0,中餐厅,0,ATM,0,写字楼,0,酒店,0
bb88a64763cc55b3bd6d887c9e5b275a,加油站,0,超市,0,住宅区,0,地铁站,0,公交站,0,咖啡厅,0,中餐厅,0,ATM,0,写字楼,0,酒店,0
328d1675ea5ae78320ad7f5e33126a2b,加油站,2,超市,13,住宅区,0,地铁站,0,公交站,13,咖啡厅,0,中餐厅,15,ATM,0,写字楼,0,酒店,1
dc3707c3f88c774f2692e30a6f43325b,加油站,1,超市,0,住宅区,0,地铁站,0,公交站,13,咖啡厅,1,中餐厅,7,ATM,1,写字楼,0,酒店,2
56f289af4bf2e1b6baa0f91ea9566bce,加油站,0,超市,0,住宅区,0,地铁站,0,公交站,0,咖啡厅,0,中餐厅,0,ATM,0,写字楼,0,酒店,0
0722a4e77089f211e0fba39f4e6d50c8,加油站,0,超市,2,住宅区,2,地铁站,0,公交站,3,咖啡厅,0,中餐厅,2,ATM,0,写字楼,0,酒店,0
4d43c17cfabd1db092f93902f240f2f0,加油站,0,超市,0,住宅区,0,地铁站,0,公交站,1,咖啡厅,0,中餐厅,1,ATM,0,写字楼,0,酒店,0
07435fa86317d6460c7b3703968fcdaa,加油站,0,超市,0,住宅区,0,地铁站,0,公交站,1,咖啡厅,0,中餐厅,3,ATM,0,写字楼,0,酒店,0
e41503995f4a1e429ea7720ab314bfcc,加油站,1,超市,1,住宅区,3,地铁站,0,公交站,5,咖啡厅,0,中餐厅,7,ATM,0,写字楼,0,酒店,5
ceccd192f656155ee8792fc522229981,加油站,0,超市,0,住宅区,0,地铁站,0,公交站,0,咖啡厅,0,中餐厅,0,ATM,0,写字楼,0,酒店,0
adc7bf0f147d3462a1c39289a58e55e1,加油站,0,超市,0,住宅区,2,地铁站,0,公交站,2,咖啡厅,0,中餐厅,2,ATM,0,写字楼,0,酒店,3
9673087c168afd10a7fae2b348dc45b7,加油站,2,超市,9,住宅区,16,地铁站,0,公交站,14,咖啡厅,1,中餐厅,145,ATM,1,写字楼,0,酒店,4
61515a2799a2c8fda5e0e45de5f6d152,加油站,2,超市,5,住宅区,2,地铁站,0,公交站,6,咖啡厅,0,中餐厅,7,ATM,1,写字楼,0,酒店,2
bbc8dd780558381af0d9cff82fffb90c,加油站,1,超市,7,住宅区,20,地铁站,1,公交站,12,咖啡厅,0,中餐厅,99,ATM,2,写字楼,2,酒店,6
a8aa7de29b5d508fa0dc748e460b0dc7,加油站,1,超市,7,住宅区,2,地铁站,0,公交站,7,咖啡厅,0,中餐厅,73,ATM,2,写字楼,1,酒店,8
630239f19499934728de71b167191a30,加油站,0,超市,6,住宅区,17,地铁站,0,公交站,5,咖啡厅,1,中餐厅,7,ATM,0,写字楼,4,酒店,22
66ada4117146e6950257d7ce8fa871c0,加油站,3,超市,15,住宅区,16,地铁站,0,公交站,11,咖啡厅,4,中餐厅,229,ATM,6,写字楼,3,酒店,14
9b2dbd238b150fb3d6dc7ca1281f179d,加油站,0,超市,9,住宅区,3,地铁站,0,公交站,13,咖啡厅,0,中餐厅,19,ATM,2,写字楼,0,酒店,0
c0912c1efdc68d8067fa587d29108ae0,加油站,3,超市,25,住宅区,52,地铁站,1,公交站,32,咖啡厅,5,中餐厅,285,ATM,9,写字楼,3,酒店,14
9d1213f262cddbf9bcc1b6345b18ed1d,加油站,3,超市,20,住宅区,38,地铁站,5,公交站,34,咖啡厅,4,中餐厅,275,ATM,14,写字楼,9,酒店,26
d53c12559054455004af6acf38c74521,加油站,2,超市,35,住宅区,100,地铁站,1,公交站,64,咖啡厅,13,中餐厅,381,ATM,31,写字楼,9,酒店,28
1d4945b9335a4fddcf9ffbd8e4805012,加油站,1,超市,6,住宅区,9,地铁站,1,公交站,15,咖啡厅,1,中餐厅,130,ATM,1,写字楼,0,酒店,5
92690873aa0fe461d188d12a7f6ce72a,加油站,0,超市,17,住宅区,7,地铁站,0,公交站,11,咖啡厅,0,中餐厅,111,ATM,4,写字楼,0,酒店,2
d75e44c0f3c3038da228b83a6d1f5ea0,加油站,0,超市,2,住宅区,2,地铁站,0,公交站,3,咖啡厅,0,中餐厅,3,ATM,0,写字楼,0,酒店,1
aa26aeab203f71a68b7e628da2ae75e8,加油站,0,超市,0,住宅区,2,地铁站,0,公交站,14,咖啡厅,0,中餐厅,2,ATM,0,写字楼,0,酒店,0
959fa378e8bec2a9997085a4d568ac3c,加油站,0,超市,1,住宅区,0,地铁站,0,公交站,8,咖啡厅,1,中餐厅,9,ATM,1,写字楼,0,酒店,0
